,payoutChange,divGrowth,payoutAvg, debtEquityAvg ,netMarginAvg,roicAvg, debtToEquity ,52WeekChange,SandP52WeekChange,auditRisk, beta ,boardRisk, bookValue ,compensationRisk, currentPrice , currentRatio ,debtToEquity,earningsGrowth,earningsQuarterlyGrowth, ebitda ,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue, enterpriseValue ,financialCurrency, floatShares , forwardEps , forwardPE , freeCashflow , fullTimeEmployees ,grossMargins, grossProfits ,heldPercentInsiders,heldPercentInstitutions,industry,lastSplitDate,lastSplitFactor, netIncomeToCommon ,numberOfAnalystOpinions, operatingCashflow ,operatingMargins,overallRisk, pegRatio , priceHint , priceToBook ,profitMargins, quickRatio ,recommendationKey,recommendationMean,returnOnAssets,returnOnEquity,revenueGrowth, revenuePerShare ,sector,shareHolderRightsRisk, sharesOutstanding ,sharesPercentSharesOut, sharesShort , sharesShortPriorMonth ,shortPercentOfFloat, shortRatio , targetHighPrice , targetLowPrice , targetMeanPrice , targetMedianPrice , totalCash , totalCashPerShare , totalDebt , totalRevenue , trailingEps 
TRN,31.02%,10.31%,12.63%, 1.20 ,13.04%,149.65%, 69.14 ,20.7%,15.2%,1, 2.32 ,5, 29.25 ,2, 35.78 , 2.74 ,69.14,30.3%,25.4%," 742,200,000.00 ",0.20313999,10.987,2.232," 8,154,389,504.00 ",USD," 123,573,840.00 ", 1.94 , 18.44 ," (140,287,504.00)"," 15,605.00 ",24.505%," 917,300,000.00 ",1.83%,86.12%,Railroads,1403222400,1-Feb," 694,700,032.00 ",8," 773,800,000.00 ",12.06%,1, 2.23 , 2.00 , 1.22 ,19.42%, 1.61 ,buy,1.9,2.93%,15.92%,4.10%, 24.77 ,Industrials,1," 147,715,008.00 ",3.58%," 5,289,283.00 "," 5,335,843.00 ",4.19%, 3.39 , 53.00 , 40.00 , 45.75 , 45.50 ," 640,400,000.00 ", 4.34 ," 3,227,300,096.00 "," 3,653,600,000.00 ", 4.58 
TPR,5.91%,1.09%,80.64%, 0.94 ,10.06%,81.16%, 49.33 ,20.5%,15.2%,2, (0.02),1, 11.27 ,5, 50.12 , 2.59 ,49.331,36.9%,39.6%," 1,169,400,064.00 ",0.19888,12.414,2.469," 14,516,358,144.00 ",USD," 287,405,307.00 ", 3.10 , 16.17 ," 466,049,984.00 "," 13,000.00 ",66.168%," 3,890,700,000.00 ",0.20%,92.90%,Luxury Goods,1112659200,1-Feb," 397,500,000.00 ",31," 996,700,032.00 ",15.46%,6, 1.84 , 2.00 , 4.45 ,6.76%, 1.70 ,buy,2.1,9.08%,12.73%,30.90%, 20.60 ,Consumer Cyclical,9," 288,039,008.00 ",1.37%," 3,934,138.00 "," 5,794,276.00 ",1.39%, 1.10 , 68.00 , 44.00 , 58.06 , 60.00 ," 1,250,000,000.00 ", 4.34 ," 1,600,600,064.00 "," 5,880,000,000.00 ", 1.38 
GGG,228.30%,6.66%,77.50%, 1.09 ,15.68%,0.00%, 42.69 ,20.1%,15.2%,1, 0.73 ,2, 4.26 ,3, 46.95 , 2.65 ,42.686,10.9%,11.7%," 444,652,000.00 ",0.28043,18.04,5.059," 8,021,624,320.00 ",USD," 164,983,736.00 ", 1.99 , 23.59 ," 248,872,368.00 "," 3,500.00 ",53.924%," 793,049,000.00 ",1.07%,87.32%,Diversified Industrials,1514419200,1-Mar," 286,502,016.00 ",8," 372,950,016.00 ",25.08%,2, 2.06 , 2.00 , 11.03 ,18.07%, 1.50 ,hold,2.9,17.66%,42.03%,11.90%, 9.44 ,Industrials,3," 167,150,000.00 ",2.06%," 3,439,464.00 "," 3,768,271.00 ",2.07%, 5.25 , 53.00 , 44.00 , 48.38 , 48.50 ," 109,854,000.00 ", 0.66 ," 303,844,000.00 "," 1,585,588,992.00 ", 1.64 
KEY,14.02%,26.67%,36.18%, 8.59 ,20.26%,5.50%, -   ,19.8%,15.2%,1, 0.90 ,4, 13.29 ,3, 21.16 ,,,21.5%,17.0%,,0,,6.147," 37,454,483,456.00 ",USD," 1,047,817,425.00 ", 1.92 , 11.02 ,," 18,458.00 ",0.000%," 6,026,000,000.00 ",0.34%,81.00%,Banks - Regional - US,889401600,1-Feb," 1,396,000,000.00 ",24," 2,812,000,000.00 ",39.49%,3, 1.29 , 2.00 , 1.59 ,23.96%,,buy,2,1.06%,9.58%,1.00%, 5.76 ,Financial Services,5," 1,052,040,000.00 ",1.17%," 12,322,485.00 "," 12,770,583.00 ",1.32%, 1.30 , 27.00 , 20.00 , 23.67 , 24.00 ," 2,366,000,128.00 ", 2.25 ," 16,584,999,936.00 "," 6,093,000,192.00 ", 1.30 
AFSI,-46.65%,42.31%,3.06%, 8.05 ,3.81%,1.13%, 47.16 ,19.7%,15.6%,10, 1.08 ,8, 13.32 ,4, 14.53 , 1.63 ,47.155,,," (520,908,992.00)",-0.088879995,-8.767,0.779," 4,566,627,840.00 ",USD," 109,728,475.00 ", 1.60 , 9.08 ," (2,034,032,384.00)"," 9,300.00 ",9.717%," 872,649,000.00 ",51.78%,42.41%,Insurance - Property & Casualty,1454457600,1-Feb," 101,927,000.00 ",2," (328,996,992.00)",-11.55%,8, 1.23 , 3.00 , 1.09 ,2.87%, 0.52 ,hold,3,-1.66%,4.40%,-13.10%, 29.85 ,Financial Services,2," 197,576,992.00 ",3.78%," 7,460,272.00 "," 7,193,435.00 ",6.81%, 14.57 , 14.75 , 14.75 , 14.75 , 14.75 ," 987,299,968.00 ", 5.00 ," 1,698,099,968.00 "," 5,860,494,848.00 ", 0.52 
CZNC,7.78%,-0.73%,73.91%, 5.66 ,26.75%,5.63%, -   ,19.6%,15.2%,2, 0.57 ,6, 15.41 ,7, 27.20 ,,,53.3%,54.6%,,0,,5.616," 346,575,200.00 ",USD," 11,873,550.00 ", 1.72 , 15.81 ,, 295.00 ,0.000%," 57,557,000.00 ",3.19%,29.51%,Banks - Regional - US,1198800000,101/100," 16,540,000.00 ",1," 23,990,000.00 ",38.76%,7,, 2.00 , 1.77 ,26.94%,,hold,3,1.32%,8.77%,19.60%, 5.07 ,Financial Services,9," 12,281,900.00 ",2.89%," 355,300.00 "," 374,263.00 ",3.00%, 30.61 , 29.00 , 29.00 , 29.00 , 29.00 ," 37,243,000.00 ", 3.03 ," 44,223,000.00 "," 61,713,000.00 ", 1.35 
BCBP,2.50%,11.81%,78.36%, 12.41 ,13.35%,31.59%, -   ,19.5%,15.6%,5, 0.39 ,7, 11.05 ,9, 14.75 ,,,-37.5%,-8.0%,,0,,5.594," 394,415,872.00 ",USD," 13,964,071.00 ", 1.29 , 11.43 ,, 314.00 ,0.000%," 67,020,000.00 ",17.33%,31.62%,Banks - Regional - US,1130457600,125/100," 10,742,000.00 ",2," 16,424,000.00 ",34.62%,7, 1.43 , 2.00 , 1.34 ,16.31%,,buy,2,0.53%,7.04%,21.30%, 4.89 ,Financial Services,3," 15,782,700.00 ",1.30%," 205,448.00 "," 219,403.00 ",1.58%, 12.86 , 17.00 , 17.00 , 17.00 , 17.00 ," 181,424,992.00 ", 11.50 ," 324,128,992.00 "," 70,505,000.00 ", 0.74 
FSBW,-12.47%,23.80%,9.71%, 8.09 ,20.57%,19.28%, -   ,19.3%,15.2%,1, 0.73 ,5, 37.68 ,7, 57.56 ,,,-19.9%,-2.3%,,0,,4.501," 294,585,440.00 ",USD," 3,127,890.00 ", 5.41 , 10.64 ,, 336.00 ,0.000%," 63,510,000.00 ",13.30%,61.70%,Banks - Regional - US,,," 15,712,000.00 ",3," 25,740,000.00 ",31.12%,6, 1.28 , 2.00 , 1.53 ,24.00%,,buy,2,1.53%,14.40%,1.00%, 19.05 ,Financial Services,9," 3,433,510.00 ",4.75%," 176,169.00 "," 133,773.00 ",5.63%, 7.81 , 72.00 , 65.00 , 68.33 , 68.00 ," 22,826,000.00 ", 6.65 ," 116,620,000.00 "," 65,452,000.00 ", 4.33 
RDN,138.85%,4.94%,1.05%, 1.09 ,19.62%,18.46%, 36.96 ,19.3%,15.2%,1, 2.04 ,3, 15.01 ,1, 20.64 , 1.42 ,36.962,,," 776,017,984.00 ",0.62541,5.59,3.496," 4,337,625,600.00 ",USD," 212,097,923.00 ", 2.73 , 7.56 ," 675,086,976.00 "," 1,887.00 ",79.844%," 957,601,000.00 ",0.50%,95.09%,Insurance - Specialty,993081600,1-Feb," 395,392,992.00 ",12," 454,984,992.00 ",57.71%,1, 0.53 , 2.00 , 1.37 ,31.87%, 0.98 ,buy,2,7.49%,12.93%,5.40%, 5.76 ,Financial Services,1," 213,290,000.00 ",0.98%," 2,097,838.00 "," 1,675,237.00 ",0.97%, 1.21 , 28.00 , 20.50 , 24.04 , 24.00 ," 1,218,043,008.00 ", 5.71 ," 1,183,218,944.00 "," 1,240,812,032.00 ", 1.80 
IBTX,-36.85%,-14.38%,8.92%, 6.85 ,25.78%,20.76%, -   ,19.1%,15.2%,2, 0.86 ,6, 50.49 ,9, 66.78 ,,,56.9%,63.4%,,0,,7.51," 2,531,458,304.00 ",USD," 23,652,862.00 ", 5.49 , 12.16 ,, 924.00 ,0.000%," 298,500,000.00 ",21.02%,62.58%,Banks - Regional - US,,," 100,399,000.00 ",8," 128,194,000.00 ",49.68%,7, 1.50 , 3.00 , 1.32 ,30.05%,,buy,2,1.09%,7.24%,10.60%, 12.02 ,Financial Services,9," 30,468,700.00 ",4.31%," 1,313,545.00 "," 1,229,193.00 ",6.27%, 8.28 , 85.00 , 76.00 , 80.56 , 80.75 ," 448,273,984.00 ", 14.71 ," 915,476,992.00 "," 337,088,992.00 ", 3.57 
OTEX,112.78%,18.50%,35.59%, 1.27 ,22.99%,449.72%, 70.50 ,19.1%,15.2%,2, 0.17 ,3, 13.92 ,2, 38.43 , 1.34 ,70.496,32.6%,33.8%," 805,675,008.00 ",0.28618,15.12,4.327," 12,181,902,336.00 ",USD," 261,933,877.00 ", 2.99 , 12.85 ," 613,224,832.00 "," 12,200.00 ",72.807%," 2,049,698,000.00 ",2.17%,77.57%,Software - Application,1485302400,1-Feb," 242,224,000.00 ",16," 709,884,992.00 ",18.99%,2, 1.38 , 2.00 , 2.76 ,8.60%, 1.23 ,buy,2.1,4.38%,6.68%,13.70%, 10.58 ,Technology,3," 267,160,992.00 ",1.87%," 5,015,838.00 "," 4,846,623.00 ",1.92%, 8.59 , 50.38 , 36.50 , 44.68 , 44.50 ," 682,942,016.00 ", 2.56 ," 2,620,523,008.00 "," 2,815,240,960.00 ", 0.91 
PFE,-8.34%,5.04%,79.02%, 1.62 ,22.82%,52.54%, 58.51 ,18.9%,15.2%,1, 0.87 ,6, 11.90 ,3, 42.31 , 1.16 ,58.509,27.4%,26.0%," 21,472,999,424.00 ",0.40328997,12.71,5.126," 272,911,941,632.00 ",USD," 5,859,412,933.00 ", 3.09 , 13.69 ," 14,590,374,912.00 "," 90,200.00 ",79.406%," 41,956,000,000.00 ",0.04%,72.66%,Drug Manufacturers - Major,930787200,1-Mar," 22,545,000,448.00 ",20," 17,475,999,744.00 ",28.72%,1, 1.96 , 2.00 , 3.56 ,42.35%, 0.84 ,hold,2.8,5.73%,35.08%,4.40%, 8.97 ,Healthcare,1," 5,862,110,208.00 ",0.89%," 52,192,249.00 "," 57,638,413.00 ",0.88%, 2.41 , 48.00 , 34.00 , 41.80 , 42.50 ," 13,486,999,552.00 ", 2.30 ," 41,028,001,792.00 "," 53,243,998,208.00 ", 3.74 
LFUS,9.24%,14.48%,27.78%, 0.72 ,9.67%,1325.89%, 47.46 ,18.7%,15.2%,1, 0.84 ,7, 58.63 ,5, 219.76 , 3.59 ,47.455,-20.9%,-13.0%," 360,231,008.00 ",0.2402,16.071,3.86," 5,789,214,208.00 ",USD," 24,386,088.00 ", 10.58 , 20.77 ," 82,335,504.00 "," 11,000.00 ",41.169%," 508,140,000.00 ",2.79%,99.59%,Electronics Distribution,865987200,1-Feb," 110,343,000.00 ",4," 316,512,000.00 ",18.54%,3, 1.93 , 2.00 , 3.75 ,7.36%, 2.50 ,hold,2.6,8.26%,9.33%,46.50%, 63.47 ,Technology,1," 25,080,600.00 ",2.65%," 663,411.00 "," 764,785.00 ",2.74%, 3.11 , 249.00 , 215.00 , 236.50 , 241.00 ," 408,180,992.00 ", 16.28 ," 697,598,016.00 "," 1,499,732,992.00 ", 4.60 
SMBC,-5.70%,8.89%,19.32%, 9.79 ,26.60%,16.14%, -   ,18.5%,15.2%,2, 0.89 ,6, 21.85 ,5, 39.68 ,,,30.3%,51.8%,,0,,6.027," 426,590,592.00 ",USD," 5,990,770.00 ", 2.91 , 13.64 ,, 352.00 ,0.000%," 59,866,000.00 ",19.76%,48.22%,Savings & Cooperative Banks,1422835200,1-Feb," 19,004,000.00 ",2," 29,679,000.00 ",40.48%,6,, 2.00 , 1.82 ,26.85%,,buy,2.5,1.14%,11.50%,15.10%, 8.44 ,Financial Services,8," 8,996,580.00 ",0.57%," 51,703.00 "," 58,902.00 ",0.76%, 5.08 , 44.00 , 41.00 , 42.50 , 42.50 ," 28,279,000.00 ", 3.15 ," 97,864,000.00 "," 70,781,000.00 ", 2.26 
XLNX,14.61%,4.87%,60.08%, 0.97 ,23.85%,35.74%, 75.18 ,18.4%,15.2%,1, 0.93 ,2, 9.35 ,6, 76.46 , 4.38 ,75.182,25.4%,20.9%," 929,315,008.00 ",0.35462,19.266,6.832," 17,903,939,584.00 ",USD," 252,349,560.00 ", 3.29 , 23.24 ," 501,836,256.00 "," 4,014.00 ",70.524%," 1,782,636,000.00 ",0.21%,90.30%,Semiconductors,946339200,1-Feb," 545,174,976.00 ",19," 805,286,976.00 ",31.49%,2, 1.64 , 2.00 , 8.17 ,20.80%, 4.05 ,buy,2.4,10.17%,22.45%,13.50%, 10.45 ,Technology,3," 252,914,000.00 ",1.77%," 4,482,284.00 "," 4,923,255.00 ",2.00%, 1.98 , 90.00 , 70.00 , 79.21 , 80.00 ," 3,364,197,888.00 ", 13.30 ," 1,743,209,984.00 "," 2,620,563,968.00 ", 2.14 
RJF,3.20%,13.06%,20.65%, 5.13 ,9.85%,18.70%, 51.91 ,18.2%,15.2%,1, 1.87 ,6, 42.28 ,6, 92.98 , 4.15 ,51.906,24.7%,26.6%,,0,,1.346," 9,480,069,120.00 ",USD," 130,198,252.00 ", 7.68 , 12.11 ,," 12,700.00 ",92.964%," 5,939,868,000.00 ",10.70%,72.73%,Capital Markets,1143072000,2-Mar," 786,019,008.00 ",7," 966,998,016.00 ",21.50%,7, 0.78 , 2.00 , 2.20 ,11.18%, 4.13 ,buy,1.9,2.27%,13.47%,11.50%, 48.62 ,Financial Services,8," 141,146,000.00 ",1.47%," 2,144,547.00 "," 2,124,196.00 ",1.64%, 2.67 , 117.00 , 95.00 , 108.14 , 110.00 ," 7,228,892,160.00 ", 49.64 ," 3,244,158,976.00 "," 7,041,926,144.00 ", 5.29 
JJSF,10.82%,14.08%,37.93%, 0.25 ,7.38%,54.31%, 0.16 ,18.1%,15.2%,5, 0.32 ,8, 39.48 ,6, 148.17 , 3.09 ,0.158,3.7%,3.3%," 163,896,000.00 ",0.14199,16.164,2.295," 2,649,189,120.00 ",USD," 14,917,512.00 ", 5.24 , 28.28 ," 46,246,500.00 "," 4,200.00 ",29.835%," 331,023,000.00 ",20.23%,72.01%,Packaged Foods,1136505600,1-Feb," 104,554,000.00 ",3," 127,298,000.00 ",10.25%,8, 5.24 , 2.00 , 3.75 ,9.06%, 2.09 ,buy,2,8.31%,14.79%,3.70%, 61.77 ,Consumer Defensive,10," 18,716,100.00 ",3.92%," 733,501.00 "," 626,911.00 ",5.66%, 11.75 , 180.00 , 135.00 , 161.67 , 170.00 ," 125,899,000.00 ", 6.73 ," 1,169,000.00 "," 1,154,275,968.00 ", 5.57 
FMBH,-13.69%,4.09%,28.05%, 9.42 ,22.69%,5.49%, -   ,18.0%,15.2%,2, 0.22 ,8, 26.91 ,9, 41.25 ,,,9.6%,22.4%,,0,,6.837," 822,949,184.00 ",USD," 11,748,642.00 ", 3.16 , 13.05 ,, 711.00 ,0.000%," 115,436,000.00 ",26.07%,31.00%,Banks - Regional - US,1183334400,2-Mar," 30,647,000.00 ",4," 39,715,000.00 ",39.80%,8, 1.63 , 2.00 , 1.53 ,25.46%,,buy,1.8,0.99%,8.61%,12.80%, 9.30 ,Financial Services,6," 15,290,100.00 ",0.70%," 107,343.00 "," 104,541.00 ",1.20%, 4.12 , 47.00 , 43.00 , 45.50 , 46.00 ," 88,505,000.00 ", 5.79 ," 275,536,992.00 "," 120,373,000.00 ", 2.36 
SFNC,-2.20%,35.05%,34.73%, 6.24 ,21.40%,9.46%, -   ,17.9%,15.2%,1, 1.07 ,4, 23.27 ,5, 32.15 ,,,61.1%,132.2%,,0,,6.683," 3,962,119,936.00 ",USD," 90,464,501.00 ", 2.53 , 12.71 ,," 2,659.00 ",0.000%," 467,302,000.00 ",1.83%,65.32%,Banks - Regional - US,1518134400,1-Feb," 152,628,992.00 ",4," 149,312,992.00 ",42.24%,3, 2.69 , 2.00 , 1.38 ,25.75%,,hold,2.6,1.21%,9.03%,57.20%, 7.07 ,Financial Services,3," 92,288,096.00 ",2.34%," 2,157,379.00 "," 2,199,536.00 ",2.71%, 7.64 , 35.00 , 33.00 , 33.75 , 33.50 ," 946,819,968.00 ", 10.26 ," 1,964,948,992.00 "," 592,838,976.00 ", 1.81 
TSM,19.96%,33.34%,46.01%, 0.37 ,35.40%,355.05%, 8.73 ,17.9%,15.2%,, 0.83 ,, 9.44 ,, 44.55 , 2.07 ,8.73,9.1%,9.1%," 22,076,184,576.00 ",0.66470003,9.604,6.384," 212,021,149,696.00 ",TWD," 4,805,832,908.00 ", 2.53 , 17.61 ," 9,014,343,680.00 ",,49.558%," 494,725,700,000.00 ",0.03%,19.65%,Semiconductors,1247616000,1005/1000," 11,601,751,040.00 ",5," 20,084,787,200.00 ",38.54%,, 1.28 , 2.00 , 4.72 ,34.93%, 1.84 ,buy,2.2,12.06%,24.94%,9.10%, 6.41 ,Technology,," 25,930,399,744.00 ",0.39%," 20,053,825.00 "," 18,295,842.00 ",, 2.51 , 51.88 , 42.00 , 47.56 , 48.00 ," 25,025,742,848.00 ", 4.83 ," 4,274,985,472.00 "," 33,212,436,480.00 ", 2.24 
HON,77.72%,11.97%,68.02%, 1.96 ,9.56%,247.23%, 96.10 ,17.8%,15.2%,1, 1.13 ,7, 23.70 ,2, 163.06 , 1.38 ,96.096,-6.7%,-9.0%," 8,657,999,872.00 ",0.2048,14.821,3.035," 128,316,416,000.00 ",USD," 711,079,284.00 ", 8.90 , 18.32 ," 4,782,750,208.00 "," 131,000.00 ",31.808%," 12,959,000,000.00 ",0.38%,75.77%,Diversified Industrials,1475452800,10000/9947," 1,642,000,000.00 ",18," 6,576,000,000.00 ",17.77%,2, 1.93 , 2.00 , 6.88 ,3.88%, 1.03 ,buy,1.8,8.13%,8.85%,8.30%, 56.05 ,Industrials,2," 742,609,984.00 ",0.77%," 5,738,680.00 "," 5,759,050.00 ",0.77%, 1.94 , 196.00 , 160.00 , 176.44 , 176.50 ," 9,850,000,384.00 ", 13.26 ," 17,084,000,256.00 "," 42,275,000,320.00 ", 2.15 
NTRS,-35.88%,-27.56%,23.43%, 13.20 ,21.14%,2.08%, -   ,17.5%,15.2%,1, 0.96 ,6, 42.44 ,6, 106.37 ,,,50.0%,45.7%,,0,,4.861," 28,158,337,024.00 ",USD," 220,548,817.00 ", 7.19 , 14.79 ,," 18,300.00 ",0.000%," 5,403,300,000.00 ",0.50%,78.29%,Asset Management,944784000,1-Feb," 1,360,499,968.00 ",18," 1,262,300,032.00 ",33.02%,2, 1.06 , 2.00 , 2.51 ,24.64%,,buy,2.5,1.10%,13.97%,13.30%, 25.61 ,Financial Services,1," 223,282,000.00 ",0.72%," 1,614,823.00 "," 1,787,288.00 ",0.77%, 1.51 , 130.00 , 107.00 , 119.94 , 119.00 ," 12,163,399,680.00 ", 54.48 ," 15,774,100,480.00 "," 5,792,200,192.00 ", 5.97 
FSB,-78.16%,-59.00%,0.23%, 10.86 ,26.91%,3.99%, -   ,17.2%,15.2%,2, 1.07 ,7, 24.04 ,8, 40.10 ,,,6.2%,14.6%,,0,,7.043," 791,380,416.00 ",USD," 13,226,251.00 ", 3.13 , 12.81 ,, 326.00 ,0.000%," 107,454,000.00 ",7.94%,65.31%,Banks - Regional - US,1354579200,Jan-40," 31,225,000.00 ",5," 37,172,000.00 ",45.84%,5, 1.40 , 2.00 , 1.67 ,28.03%,,hold,2.8,0.83%,9.83%,9.70%, 8.39 ,Financial Services,2," 14,487,700.00 ",9.19%," 1,331,175.00 "," 1,144,067.00 ",10.31%, 12.40 , 44.00 , 37.00 , 39.40 , 39.00 ," 188,538,000.00 ", 13.01 ," 410,448,992.00 "," 112,363,000.00 ", 2.24 
MDT,18.25%,25.34%,66.60%, 0.90 ,12.06%,70.41%, 50.16 ,17.1%,15.2%,1, 0.70 ,7, 37.16 ,3, 96.08 , 2.47 ,50.158,6.8%,5.8%," 9,514,000,384.00 ",0.31768999,15.18,4.823," 144,421,240,832.00 ",USD," 1,348,742,023.00 ", 5.55 , 17.31 ," 6,208,249,856.00 "," 86,000.00 ",70.575%," 20,983,000,000.00 ",0.06%,83.63%,Medical Devices,938390400,1-Feb," 3,163,000,064.00 ",20," 5,648,999,936.00 ",22.84%,5, 2.65 , 2.00 , 2.59 ,10.56%, 1.83 ,buy,2.2,4.50%,6.26%,-0.10%, 22.11 ,Healthcare,6," 1,350,509,952.00 ",0.78%," 10,569,681.00 "," 9,130,494.00 ",0.78%, 2.65 , 119.00 , 84.00 , 102.45 , 104.00 ," 11,009,000,448.00 ", 8.15 ," 25,244,000,256.00 "," 29,947,000,832.00 ", 2.32 
SBBX,15.87%,46.13%,18.31%, 11.41 ,16.01%,8.57%, -   ,17.0%,15.2%,1, 0.53 ,6, 18.93 ,6, 27.20 ,,,52.2%,148.5%,,0,,9.076," 410,401,184.00 ",USD," 6,036,774.00 ", 2.47 , 11.01 ,, 140.00 ,0.000%," 35,787,000.00 ",11.38%,51.04%,Banks - Regional - US,1225065600,1065/1000," 6,776,000.00 ",3," 10,633,000.00 ",35.92%,5, 1.38 , 2.00 , 1.44 ,14.99%,,buy,2.3,0.57%,5.62%,61.60%, 6.57 ,Financial Services,4," 7,861,710.00 ",3.60%," 285,533.00 "," 367,735.00 ",3.97%, 11.19 , 34.00 , 32.50 , 33.17 , 33.00 ," 22,044,000.00 ", 2.80 ," 215,855,008.00 "," 45,220,000.00 ", 0.98 
ENLK,-210.66%,35.55%,131.51%, 1.31 ,-14.86%,26.98%, 84.70 ,16.8%,15.2%,, 2.86 ,, 7.43 ,, 18.68 , 0.72 ,84.696,,366.5%," 995,100,032.00 ",0.14844,12.817,1.903," 12,754,309,120.00 ",USD," 165,034,004.00 ", 0.40 , 46.70 ," (248,875,008.00)"," 1,494.00 ",23.418%," 1,382,300,000.00 ",52.71%,46.46%,Oil & Gas Midstream,1080604800,1-Feb," 107,600,000.00 ",14," 805,000,000.00 ",6.56%,, 0.27 , 2.00 , 2.52 ,3.23%, 0.64 ,buy,2.5,2.93%,6.20%,41.00%, 19.19 ,Energy,," 350,345,984.00 ",1.22%," 4,281,656.00 "," 1,847,035.00 ",2.58%, 2.86 , 20.00 , 15.00 , 18.07 , 18.00 ," 36,500,000.00 ", 0.10 ," 3,989,600,000.00 "," 6,703,799,808.00 ", 0.31 
NUE,206.76%,0.71%,230.38%, 0.84 ,3.97%,85.73%, 44.08 ,16.8%,15.2%,5, 1.78 ,9, 29.63 ,4, 62.70 , 3.06 ,44.08,112.5%,111.5%," 2,977,208,064.00 ",0.13356,7.783,1.04," 23,172,538,368.00 ",USD," 315,154,036.00 ", 6.52 , 9.62 ," 692,513,152.00 "," 25,100.00 ",13.468%," 2,569,407,000.00 ",0.49%,80.43%,Steel,1149120000,1-Feb," 1,669,917,056.00 ",15," 1,570,994,048.00 ",10.11%,8, 0.69 , 2.00 , 2.12 ,7.52%, 1.50 ,buy,1.9,8.39%,19.03%,24.90%, 69.82 ,Basic Materials,8," 316,343,008.00 ",1.38%," 4,374,713.00 "," 4,787,766.00 ",1.38%, 1.67 , 90.00 , 65.00 , 78.12 , 78.00 ," 1,486,452,992.00 ", 4.70 ," 4,291,411,968.00 "," 22,291,638,272.00 ", 5.22 
GLW,-267.95%,3.60%,-20.94%, 0.70 ,16.38%,21.41%, 38.46 ,16.5%,15.2%,1, 1.23 ,4, 14.31 ,8, 33.55 , 2.23 ,38.456,84.3%,68.1%," 2,824,999,936.00 ",0.26928,11.652,3.138," 32,916,303,872.00 ",USD," 807,690,262.00 ", 2.03 , 16.53 ," 203,124,992.00 "," 46,200.00 ",39.281%," 4,032,000,000.00 ",0.29%,72.88%,Electronic Components,970617600,1-Mar," (971,000,000.00)",12," 2,568,000,000.00 ",15.06%,6, 1.96 , 2.00 , 2.34 ,-8.32%, 1.33 ,buy,2.3,3.66%,-5.45%,10.00%, 12.30 ,Technology,5," 810,014,976.00 ",2.76%," 22,331,573.00 "," 25,291,688.00 ",2.64%, 3.70 , 40.00 , 31.60 , 35.72 , 36.50 ," 2,023,000,064.00 ", 2.50 ," 5,365,000,192.00 "," 10,490,999,808.00 ", (1.19)
BAX,244.67%,-23.30%,47.78%, 1.04 ,21.78%,4.72%, 39.44 ,16.5%,15.6%,1, 1.09 ,8, 16.60 ,6, 75.97 , 2.62 ,39.441,30.8%,29.4%," 2,351,000,064.00 ",0.21372999,17.202,3.677," 40,442,507,264.00 ",USD," 497,348,259.00 ", 3.30 , 23.02 ," 978,750,016.00 "," 47,000.00 ",43.173%," 4,573,000,000.00 ",0.09%,86.33%,Medical Instruments & Supplies,1435708800,1841/1000," 919,000,000.00 ",13," 1,971,000,064.00 ",14.48%,5, 1.92 , 3.00 , 4.58 ,8.29%, 1.77 ,buy,2.3,5.94%,10.19%,9.10%, 20.35 ,Healthcare,4," 534,265,984.00 ",0.88%," 4,721,321.00 "," 5,075,949.00 ",0.94%, 1.52 , 90.00 , 68.00 , 79.62 , 80.00 ," 2,856,999,936.00 ", 5.35 ," 3,497,999,872.00 "," 11,000,000,512.00 ", 1.64 
FORR,-4.32%,4.47%,88.38%, 1.40 ,4.57%,48.00%, -   ,16.5%,15.2%,5, 0.58 ,5, 7.81 ,8, 47.05 , 1.22 ,,26.5%,28.4%," 31,603,000.00 ",0.091639996,23.067,2.114," 728,983,488.00 ",USD," 10,146,744.00 ", 1.55 , 30.35 ," 23,152,500.00 "," 1,402.00 ",58.897%," 200,801,000.00 ",44.03%,60.49%,Business Services,949968000,1-Feb," 12,101,000.00 ",1," 38,886,000.00 ",6.75%,6, 3.02 , 2.00 , 6.02 ,3.51%, 1.08 ,hold,3,4.54%,9.05%,7.40%, 19.23 ,Industrials,5," 18,074,000.00 ",1.57%," 283,125.00 "," 242,650.00 ",3.48%, 6.64 , 45.00 , 45.00 , 45.00 , 45.00 ," 143,087,008.00 ", 7.92 , -   ," 344,848,000.00 ", 0.66 
EQBK,-84.69%,-84.66%,0.68%, 8.12 ,18.67%,4.33%, -   ,16.4%,15.2%,2, 0.48 ,10, 27.46 ,10, 40.00 ,,,-13.7%,8.1%,,0,,10.258," 1,206,676,608.00 ",USD," 14,396,662.00 ", 3.17 , 12.62 ,, 581.00 ,0.000%," 98,494,000.00 ",8.32%,60.76%,Banks - Regional - US,,," 25,009,000.00 ",2," 2,415,000.00 ",40.47%,10,, 2.00 , 1.46 ,21.26%,,buy,2.3,0.82%,6.95%,41.70%, 8.44 ,Financial Services,5," 15,787,500.00 ",1.02%," 160,986.00 "," 163,076.00 ",1.22%, 2.19 , 49.00 , 48.00 , 48.50 , 48.50 ," 55,221,000.00 ", 3.50 ," 631,500,992.00 "," 117,636,000.00 ", 1.76 
